date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:12:54	198482/198482	U-----	200	untouched ('OK')	text/html	date:Thu,%2011%20Dec%202025%2022:27:28%20GMT	https://grupoalfa.net/alfa-hunters	/home/jcminarro/websites/Grupo%20Alfa/grupoalfa.net/alfa-hunters.html	(from https://grupoalfa.net/)
12:13:07	7111/7111	---M--	522	error ('Unknown%20error')	text/html	date:Wed,%2028%20Jan%202026%2011:13:07%20GMT	https://cdn.zyrosite.com/robots.txt		(from https://grupoalfa.net/)
12:13:49	374340/374340	U-----	200	untouched ('')	image/jpeg	date:Tue,%2027%20Jan%202026%2014:52:36%20GMT	https://images.unsplash.com/photo-1521780171415-783b1cb576e7?auto=format&fit=crop&w=1920	/home/jcminarro/websites/Grupo%20Alfa/images.unsplash.com/photo-1521780171415-783b1cb576e73d83.jpg	(from https://grupoalfa.net/)
12:13:50	24526/24526	U-----	200	untouched ('')	image/jpeg	date:Wed,%2028%20Jan%202026%2010:29:58%20GMT	https://images.unsplash.com/photo-1505259341540-280be642cfaa?auto=format&fit=crop&w=167&h=637	/home/jcminarro/websites/Grupo%20Alfa/images.unsplash.com/photo-1505259341540-280be642cfaa6d10.jpg	(from https://grupoalfa.net/)
12:13:51	66307/66307	U-----	200	untouched ('')	image/jpeg	date:Wed,%2028%20Jan%202026%2010:30:03%20GMT	https://images.unsplash.com/photo-1618773928121-c32242e63f39?auto=format&fit=crop&w=812&h=464	/home/jcminarro/websites/Grupo%20Alfa/images.unsplash.com/photo-1618773928121-c32242e63f39ad04.jpg	(from https://grupoalfa.net/)
12:13:57	138188/138188	U-----	200	untouched ('OK')	text/html	date:Thu,%2011%20Dec%202025%2022:27:28%20GMT	https://grupoalfa.net/flip-art	/home/jcminarro/websites/Grupo%20Alfa/grupoalfa.net/flip-art.html	(from https://grupoalfa.net/)
12:14:02	17791/17791	U-----	200	untouched ('')	image/jpeg	date:Wed,%2007%20Jan%202026%2023:14:30%20GMT	https://images.unsplash.com/photo-1618773928121-c32242e63f39?auto=format&fit=crop&w=328&h=224	/home/jcminarro/websites/Grupo%20Alfa/images.unsplash.com/photo-1618773928121-c32242e63f3971dc.jpg	(from https://grupoalfa.net/)
12:14:04	142876/142876	U-----	200	untouched ('OK')	text/html	date:Thu,%2011%20Dec%202025%2022:27:28%20GMT	https://grupoalfa.net/seguros	/home/jcminarro/websites/Grupo%20Alfa/grupoalfa.net/seguros.html	(from https://grupoalfa.net/)
12:14:08	134044/134044	U-----	200	untouched ('OK')	text/html	date:Thu,%2011%20Dec%202025%2022:27:27%20GMT	https://grupoalfa.net/alfa-clean	/home/jcminarro/websites/Grupo%20Alfa/grupoalfa.net/alfa-clean.html	(from https://grupoalfa.net/)
12:14:11	138412/138412	U-----	200	untouched ('OK')	text/html	date:Thu,%2011%20Dec%202025%2022:27:28%20GMT	https://grupoalfa.net/alfa-lab	/home/jcminarro/websites/Grupo%20Alfa/grupoalfa.net/alfa-lab.html	(from https://grupoalfa.net/)
12:14:41	25768/25768	U-----	200	untouched ('')	image/jpeg	date:Fri,%2016%20Jan%202026%2013:45:17%20GMT	https://images.unsplash.com/photo-1518733057094-95b53143d2a7?auto=format&fit=crop&w=194&h=464	/home/jcminarro/websites/Grupo%20Alfa/images.unsplash.com/photo-1518733057094-95b53143d2a791b7.jpg	(from https://grupoalfa.net/)
12:14:41	10193/10193	U-----	200	untouched ('')	image/jpeg	date:Wed,%2028%20Jan%202026%2010:30:06%20GMT	https://images.unsplash.com/photo-1518733057094-95b53143d2a7?auto=format&fit=crop&w=158&h=144	/home/jcminarro/websites/Grupo%20Alfa/images.unsplash.com/photo-1518733057094-95b53143d2a78b7b.jpg	(from https://grupoalfa.net/)
12:15:00	251867/251867	U-----	200	untouched ('')	image/jpeg	date:Sun,%2018%20Jan%202026%2023:12:12%20GMT	https://images.unsplash.com/photo-1707903244219-8ed71537554d?auto=format&fit=crop&w=1920	/home/jcminarro/websites/Grupo%20Alfa/images.unsplash.com/photo-1707903244219-8ed71537554d3d83.jpg	(from https://grupoalfa.net/)
12:15:08	1446907/1446907	U-----	200	untouched ('')	text/javascript	etag:W/%22455f8b976f24c747f1420b0a04c622cc%22	https://cdn.voiceflow.com/widget-next/bundle.mjs	/home/jcminarro/websites/Grupo%20Alfa/cdn.voiceflow.com/widget-next/bundle.mjs	(from https://grupoalfa.net/)
12:15:09	10236/10236	U-----	200	untouched ('')	font/woff2	etag:W/%2227fc-STdFgKn61haUA/qU9CDQlmqFFYA%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@400&subset=cyrillic-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuLyfAZJhiJ-Ek-_EeAmMb70e.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:15:09	7788/7788	U-----	200	untouched ('')	font/woff2	etag:W/%221e6c-uG/53AH0wKTheXRLVuEVeXiBqzs%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@400&subset=cyrillic&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuLyfAZthiJ-Ek-_EeAmMa165.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:15:09	5308/5308	U-----	200	untouched ('')	font/woff2	etag:W/%2214bc-cM0F9VJltYO+dUb3TNxKqnC09Lw%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@400&subset=greek-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuLyfAZNhiJ-Ek-_EeAmM3b60.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:15:09	7848/7848	U-----	200	untouched ('')	font/woff2	etag:W/%221ea8-Xs5tWRPiNgEopdlmowR29R04RWI%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@400&subset=greek&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuLyfAZxhiJ-Ek-_EeAmM7824.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:15:10	7036/7036	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2265e73089-1b7c%22	https://grupoalfa.net/'data:image/svg+xml,<svg%20xmlns=%22http://www.w3.org/2000/svg%22%20viewBox=%220%200%20200%20200%22><circle%20cx=%22100%22%20cy=%22100%22%20r=%22100%22%20fill=%22%23727586%22/></svg>'	/home/jcminarro/websites/Grupo%20Alfa/grupoalfa.net/'data_image/svg+xml,_svg%20xmlns=_http_/www.w3.org/2000/svg_%20viewBox=_0%200%20200%20200___circle%20cx=_100_%20cy=_100_%20r=_100_%20fill=_#727586_/__/svg_'.b1.delayed	(from https://grupoalfa.net/inversores)
12:15:10	35056/35056	U-----	200	untouched ('')	font/woff2	etag:W/%2288f0-aK7TeScJDoLJSsU+55l4BCy2k8Y%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@400&subset=latin-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuLyfAZFhiJ-Ek-_EeAmMaad0.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:15:10	4980/4980	U-----	200	untouched ('')	font/woff2	etag:W/%221374-gQPD85QP3ZncSaOZqNHZO38rT4E%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@400&subset=vietnamese&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuLyfAZBhiJ-Ek-_EeAmMfdec.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:15:10	23804/23804	U-----	200	untouched ('')	font/woff2	etag:W/%225cfc-hMfvYCftu+VSkhz1RW4/Jn3Gvw0%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@400&subset=latin&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuLyfAZ9hiJ-Ek-_EeA85c2.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:27	10420/10420	U-----	200	untouched ('')	font/woff2	etag:W/%2228b4-afODiQdrWP7+uBYy6K2vMf9+vVg%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@500&subset=cyrillic-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuI6fAZJhiJ-Ek-_EeAmM48e4.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:27	8040/8040	U-----	200	untouched ('')	font/woff2	etag:W/%221f68-EpZLIRNWPeDbfAk1q1n9YKBJBMU%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@500&subset=cyrillic&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuI6fAZthiJ-Ek-_EeAmMdebe.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:27	5416/5416	U-----	200	untouched ('')	font/woff2	etag:W/%221528-RTyaU/Zft6kvNOoZFl4nTqZeodo%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@500&subset=greek-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuI6fAZNhiJ-Ek-_EeAmM4a49.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:27	7932/7932	U-----	200	untouched ('')	font/woff2	etag:W/%221efc-RtqYKGkB154pY+c8lsJcJb4SHN4%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@500&subset=greek&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuI6fAZxhiJ-Ek-_EeAmM7810.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:28	5108/5108	U-----	200	untouched ('')	font/woff2	etag:W/%2213f4-gy8UCGmbj9a4dVm4OVF/9J88AIA%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@500&subset=vietnamese&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuI6fAZBhiJ-Ek-_EeAmMaef8.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:28	36104/36104	U-----	200	untouched ('')	font/woff2	etag:W/%228d08-WTG8PQ/FvskxCG7BCCB7gumM1uQ%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@500&subset=latin-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuI6fAZFhiJ-Ek-_EeAmM61e2.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:28	24356/24356	U-----	200	untouched ('')	font/woff2	etag:W/%225f24-G/tZoZip7pdd/lVDjnWKW+tU9Iw%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Inter:wght@500&subset=latin&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/UcCO3FwrK3iLTeHuS_nVMrMxCp50SjIw2boKoduKmMEVuI6fAZ9hiJ-Ek-_EeAe7b9.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:28	7036/7036	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2265e73089-1b7c%22	https://grupoalfa.net/%22	/home/jcminarro/websites/Grupo%20Alfa/grupoalfa.net/_.bf.delayed	(from https://grupoalfa.net/alfa-hunters)
12:17:29	0/0	U-F---	200	untouched ('OK%20(cached)')	application/woff2	etag:W/%22107c-2kZ4yALoF0TT4KqHr5ozW8g3u7c%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Jost:wght@300&subset=cyrillic&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/92zPtBhPNqw79Ij1E865zBUv7mz9JTVFNIgun_HKOEp-Cw468a.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:29	9876/9876	U-----	200	untouched ('')	font/woff2	etag:W/%222694-g4DKW4w2BRIJrS/4rb+DasAIazU%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Jost:wght@300&subset=latin&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/92zPtBhPNqw79Ij1E865zBUv7mz9JTVBNIgun_HKOEofba3.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:29	6580/6580	U-----	200	untouched ('')	font/woff2	etag:W/%2219b4-VhOMCfoscZ76rUd1budeSbkFSc0%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Jost:wght@300&subset=latin-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/92zPtBhPNqw79Ij1E865zBUv7mz9JTVPNIgun_HKOEp-Cw032f.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:17:29	4064/4064	U-----	200	untouched ('')	font/woff2	etag:W/%22fe0-TzzvYiXsWHipMUgOHPKX9K5WI+M%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Jost:wght@400&subset=cyrillic&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/92zPtBhPNqw79Ij1E865zBUv7myjJTVFNIgun_HKOEp-Cw245b.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:19:49	9404/9404	U-----	200	untouched ('')	font/woff2	etag:W/%2224bc-bm5HgibbhyqfJc0PYgWkTowjTI4%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Jost:wght@400&subset=latin&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/92zPtBhPNqw79Ij1E865zBUv7myjJTVBNIgun_HKOEo7dfc.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:19:49	4404/4404	U-----	200	untouched ('')	font/woff2	etag:W/%221134-QuPXHiCS1j0YUKJ6wwsWYSWLf10%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Jost:wght@700&subset=cyrillic&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/92zPtBhPNqw79Ij1E865zBUv7mxEIjVFNIgun_HKOEp-Cw7557.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:19:50	6396/6396	U-----	200	untouched ('')	font/woff2	etag:W/%2218fc-4dSm3lZ1JrjhoJgzuAte0Lmzhc4%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Jost:wght@400&subset=latin-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/92zPtBhPNqw79Ij1E865zBUv7myjJTVPNIgun_HKOEp-Cw6514.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:19:50	6860/6860	U-----	200	untouched ('')	font/woff2	etag:W/%221acc-+y+AuTgcfDRI6XJQpkVSGvAsSiA%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Jost:wght@700&subset=latin-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/92zPtBhPNqw79Ij1E865zBUv7mxEIjVPNIgun_HKOEp-Cw671f.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:19:50	35/35	U-----	200	untouched ('OK')	text/plain,	date:Wed,%2028%20Jan%202026%2010:33:11%20GMT	https://images.unsplash.com/robots.txt		(from https://grupoalfa.net/)
12:22:01	7404/7404	U-----	200	untouched ('')	font/woff2	etag:W/%221cec-dju9SIEnahFNtXjw8lqTUI9eDoY%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Krona+One:wght@400&subset=latin-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/jAnEgHdjHcjgfIb1ZcUyOIWg_8a0Wy2V00ed.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:22:03	9776/9776	U-----	200	untouched ('')	font/woff2	etag:W/%222630-skQkkzJb0CKthm2jFV12roX0H+E%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Krona+One:wght@400&subset=latin&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/jAnEgHdjHcjgfIb1ZcUyNoWg_8a0Ww4a86.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:22:03	10520/10520	U-----	200	untouched ('')	font/woff2	etag:W/%222918-YU0Z1GPCMVbThf/JUSZw9AmEInQ%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Jost:wght@700&subset=latin&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/92zPtBhPNqw79Ij1E865zBUv7mxEIjVBNIgun_HKOEo259a.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:22:08	12720/12720	U-----	200	untouched ('')	font/woff2	etag:W/%2231b0-6bEW+9TmY0wnC6GdVdk1wxKLeak%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Open+Sans:wght@400&subset=cyrillic-ext&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4taVIUwaEQbjB_mQ0011.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
12:24:23	7180/7180	U-----	200	untouched ('')	font/woff2	etag:W/%221c0c-3M22Et071QbVguvfJkL/BqP8AMk%22	https://cdn.zyrosite.com/u1/google-fonts/font-file?family=Open+Sans:wght@400&subset=cyrillic&display=swap	/home/jcminarro/websites/Grupo%20Alfa/cdn.zyrosite.com/u1/google-fonts/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4kaVIUwaEQbjB_mQ3845.woff2	(from https://cdn.zyrosite.com/u1/google-fonts/font-faces?family=Krona+One:wght@400&family=Jost:wght@300;400;700&family=Inter:wght@400;500&family=Open+Sans:wght@400;500&display=swap)
